CIK,Filed As Of Date,Conformed Period Of Report,Keyword Sentence,item1check
0000028385,20180216,20171231,"""EMPLOYEESDTE Energy and its subsidiaries had approximately 10,200 employees as of December 31, 2017, of which approximately 5,000 were represented by unions.",0
0000028385,20180216,20171231,"DTE Electric had approximately 4,700 employees as of December 31, 2017, of which approximately 2,700 were represented by unions.",0
0000028385,20180216,20171231,A union choosing to strike would have an impact on the Registrants' businesses.,0
0000895655,20110224,20101231,,0
0000895655,20130227,20121231,Approximately 480 union workers are covered by collective bargaining agreements at five of our U.,0
0000895655,20130227,20121231,"Additionally, approximately 70 employees at our Legutiano, Spain manufacturing facility, approximately 190 employees at our Lyon, France facility, approximately 250 employees at our Ipoh, Malaysia facility, approximately 460 employees at our Zeven, Germany facility, approximately 40 employees at our other European facilities and approximately 1,500 employees at our Latin America facilities are unionized.",0
0000895655,20130227,20121231,Management believes that our relationships with our employees and collective bargaining unions are satisfactory.,0
0000895655,20130227,20121231,"A deterioration of relations with our labor unions could have a material adverse effect on our business, financial condition and results of operations.",0
0000895655,20130227,20121231,Approximately 480 union workers are covered by collective bargaining agreements at five of our U.,0
0000895655,20130227,20121231,"Additionally, approximately 70 employees at our Legutiano, Spain manufacturing facility, approximately 190 employees at our Lyon, France facility, approximately 250 employees at our Ipoh, Malaysia facility, approximately 460 employees at our Zeven, Germany facility, approximately 40 employees at our other European facilities and approximately 1,500 employees at our Latin America facilities are unionized.",0
0000895655,20090223,20081231,Approximately 300 union workers are covered by four collective bargaining agreements at four of our U.,0
0000895655,20090223,20081231,"Additionally, approximately 130 employees at our Legutiano, Spain manufacturing facility, approximately 205 employees at our Lyon, France facility and approximately 720 employees at our Latin America facilities are unionized.",0
0000895655,20090223,20081231,Management believes that our relationships with our employees and collective bargaining unions are satisfactory.,0
0000895655,20090223,20081231,"A deterioration of relations with our labor unions could have a material adverse effect on our business, financial condition and results of operations.",0
0000895655,20090223,20081231,Approximately 300 union workers are covered by four collective bargaining agreements at four of our U.,0
0000895655,20090223,20081231,"Additionally, approximately 130 employees at our Legutiano, Spain manufacturing facility, approximately 205 employees at our Lyon, France facility and approximately 720 employees at our Latin America facilities are unionized.",0
0000936340,20110218,20101231,"20    Table of Contents    EMPLOYEES     We had approximately 9,800 employees as of December 31, 2010, of which approximately 5,000 were represented by unions.",0
0000936340,20110218,20101231,A union choosing to strike would have an impact on our business.,0
0000895655,20120223,20111231,Approximately 470 union workers are covered by five collective bargaining agreements at five of our U.,0
0000895655,20120223,20111231,"Additionally, approximately 80 employees at our Legutiano, Spain manufacturing facility, approximately 210 employees at our Lyon, France facility, approximately 280 employees at our Ipoh, Malaysia facility, approximately 450 employees at our Zeven, Germany facility, approximately 40 employees at our other European facilities and approximately 1,300 employees at our Latin America facilities are unionized.",0
0000895655,20120223,20111231,Management believes that our relationships with our employees and collective bargaining unions are satisfactory.,0
0000895655,20120223,20111231,"A deterioration of relations with our labor unions could have a material adverse effect on our business, financial condition and results of operations.",0
0000895655,20120223,20111231,Approximately 470 union workers are covered by five collective bargaining agreements at five of our U.,0
0000895655,20120223,20111231,"Additionally, approximately 80 employees at our Legutiano, Spain manufacturing facility, approximately 210 employees at our Lyon, France facility, approximately 280 employees at our Ipoh, Malaysia facility, approximately 450 employees at our Zeven, Germany facility, approximately 40 employees at our other European facilities and approximately 1,300 employees at our Latin America facilities are unionized.",0
0000936340,20120216,20111231,"Many factors may impact forward-looking statements including, but not limited to, the following:•impact of regulation by the FERC, MPSC, NRC and other applicable governmental proceedings and regulations, including any associated impact on rate structures;•the amount and timing of cost recovery allowed as a result of regulatory proceedings, related appeals or new legislation;•impact of electric and gas utility restructuring in Michigan, including legislative amendments and Customer Choice programs;•economic conditions and population changes in our geographic area resulting in changes in demand, customer conservation, increased thefts of electricity and gas and high levels of uncollectible accounts receivable;•environmental issues, laws, regulations, and the increasing costs of remediation and compliance, including actual and potential new federal and state requirements;•health, safety, financial, environmental and regulatory risks associated with ownership and operation of nuclear facilities;•changes in the cost and availability of coal and other raw materials, purchased power and natural gas;•volatility in the short-term natural gas storage markets impacting third-party storage revenues;•access to capital markets and the results of other financing efforts which can be affected by credit agency ratings;•instability in capital markets which could impact availability of short and long-term financing;•the timing and extent of changes in interest rates;•the level of borrowings;•the potential for losses on investments, including nuclear decommissioning and benefit plan assets and the related increases in future expense and contributions;•the potential for increased costs or delays in completion of significant construction projects;•the uncertainties of successful exploration of unconventional gas and oil resources and challenges in estimating gas and oil reserves with certainty;•changes in and application of federal, state and local tax laws and their interpretations, including the Internal Revenue Code, regulations, rulings, court proceedings and audits;•the effects of weather and other natural phenomena on operations and sales to customers, and purchases from suppliers;•unplanned outages;•the cost of protecting assets against, or damage due to, terrorism or cyber attacks;•employee relations and the impact of collective bargaining agreements;•the availability, cost, coverage and terms of insurance and stability of insurance providers;•cost reduction efforts and the maximization of plant and distribution system performance;•the effects of competition;•changes in and application of accounting standards and financial reporting regulations;•changes in federal or state laws and their interpretation with respect to regulation, energy policy and other business issues;•binding arbitration, litigation and related appeals; and•the risks discussed in our public filings with the Securities and Exchange Commission.",0
0000936340,20120216,20111231,"EMPLOYEESWe had approximately 9,800 employees as of December 31, 2011, of which approximately 5,000 were represented by unions.",0
0000936340,20120216,20111231,Our contract with one union representing about 500 of our electrical linemen is due to expire in August 2012.,0
0000936340,20120216,20111231,A union choosing to strike would have an impact on our business.,0
0000895655,20140303,20131231,Approximately 470 union workers are covered by collective bargaining agreements at five of our U.,0
0000895655,20140303,20131231,"Additionally, approximately 60 employees at our Legutiano, Spain manufacturing facility, approximately 180 employees at our Lyon, France facility, approximately 230 employees at our Ipoh, Malaysia facility, approximately 480 employees at our Zeven, Germany facility, approximately 180 employees at our other European facilities and approximately 2,300 employees at our Latin America facilities are unionized.",0
0000895655,20140303,20131231,Management believes that our relationships with our employees and collective bargaining unions are satisfactory.,0
0000895655,20140303,20131231,"27    Table of Contents A deterioration of relations with our labor unions could have a material adverse effect on our business, financial condition and results of operations.",0
0000895655,20140303,20131231,Approximately 470 union workers are covered by collective bargaining agreements at five of our U.,0
0000895655,20140303,20131231,"Additionally, approximately 60 employees at our Legutiano, Spain manufacturing facility, approximately 180 employees at our Lyon, France facility, approximately 230 employees at our Ipoh, Malaysia facility, approximately 480 employees at our Zeven, Germany facility, approximately 180 employees at our other European facilities and approximately 2,300 employees at our Latin America facilities are unionized.",0
0000895665,20130308,20121231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20160330,20151231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20100317,20091231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20110321,20101231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20120330,20111231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20150312,20141231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20090320,20081231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20180323,20171231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20170330,20161231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000895665,20190329,20181231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000936340,20150213,20141231,"Many factors may impact forward-looking statements including, but not limited to, the following:•impact of regulation by the EPA, FERC, MPSC, NRC, CFTC and other applicable governmental proceedings and regulations, including any associated impact on rate structures;•the amount and timing of cost recovery allowed as a result of regulatory proceedings, related appeals or new legislation; including legislative amendments and retail access programs;•economic conditions and population changes in our geographic area resulting in changes in demand, customer conservation and thefts of electricity and natural gas;•environmental issues, laws, regulations, and the increasing costs of remediation and compliance, including actual and potential new federal and state requirements;•health, safety, financial, environmental and regulatory risks associated with ownership and operation of nuclear facilities;•changes in the cost and availability of coal and other raw materials, purchased power and natural gas;•the potential for losses on investments, including nuclear decommissioning and benefit plan assets and the related increases in future expense and contributions;•volatility in the short-term natural gas storage markets impacting third-party storage revenues;•volatility in commodity markets, deviations in weather and related risks impacting the results of our energy trading operations;•access to capital markets and the results of other financing efforts which can be affected by credit agency ratings;•instability in capital markets which could impact availability of short and long-term financing;•the timing and extent of changes in interest rates;•the level of borrowings;•the potential for increased costs or delays in completion of significant construction projects;•changes in and application of federal, state and local tax laws and their interpretations, including the Internal Revenue Code, regulations, rulings, court proceedings and audits;•the effects of weather and other natural phenomena on operations and sales to customers, and purchases from suppliers;•unplanned outages;•the cost of protecting assets against, or damage due to, terrorism or cyber attacks;•employee relations and the impact of collective bargaining agreements;•the risk of a major safety incident at an electric or gas distribution, storage or generation facility;•the availability, cost, coverage and terms of insurance and stability of insurance providers;•cost reduction efforts and the maximization of plant and distribution system performance;•the effects of competition;•changes in and application of accounting standards and financial reporting regulations;•changes in federal or state laws and their interpretation with respect to regulation, energy policy and other business issues;•contract disputes, binding arbitration, litigation and related appeals; and•the risks discussed in our public filings with the Securities and Exchange Commission.",0
0000936340,20150213,20141231,"EMPLOYEESWe had approximately 10,000 employees as of December 31, 2014, of which approximately 4,900 were represented by unions.",0
0000936340,20150213,20141231,A union choosing to strike would have an impact on our business.,0
0000895665,20140328,20131231,"None of our employees are represented by a labor union, and we believe that our employee relations are good.",0
0000896156,20180802,20180630,"The majority of our employees are employed on a fulltime basis and we believe we maintain good relationships with our employees, none of whom are represented by unions.",0
0000896156,20190809,20190630,None of our employees are represented by unions or collective bargaining agreements.,0
0000896156,20170802,20170630,"The majority of our employees are employed on a fulltime basis and we believe we maintain good relationships with our employees, none of whom are represented by unions.",0
0000896156,20110818,20110630,,0
0000896156,20100819,20100630,"People   At June 30, 2010, the Company had approximately 4,400 employees (associates), less than one percent of whom are represented by unions whose collective bargaining agreements expire within the next year.",0
0000896156,20100819,20100630,We expect no significant changes in our relations with the unions and believe we maintain good relationships with our employees.,0
0000896156,20100819,20100630,"In addition, some of our employees are covered by collective bargaining agreements with local labor unions.",0
0000896156,20100819,20100630,"Although we do not anticipate any difficulty renegotiating these contracts as they expire, a labor-related stoppage by these unionized employees could adversely affect our business and results of operations.",0
0000896156,20160808,20160630,"People   At June 30, 2016, the Company , through its subsidiaries, had approximately 5,200 employees (“associates”), none of whom are represented by unions.",0
0000028385,20190207,20181231,"Many factors may impact forward-looking statements of the Registrants including, but not limited to, the following:•impact of regulation by the EPA, the FERC, the MPSC, the NRC, and for DTE Energy, the CFTC, as well as other applicable governmental proceedings and regulations, including any associated impact on rate structures;•the amount and timing of cost recovery allowed as a result of regulatory proceedings, related appeals, or new legislation, including legislative amendments and retail access programs;•economic conditions and population changes in the Registrants' geographic area resulting in changes in demand, customer conservation, and thefts of electricity and, for DTE Energy, natural gas;•the operational failure of electric or gas distribution systems or infrastructure;•impact of volatility of prices in the oil and gas markets on DTE Energy's gas storage and pipelines operations;•impact of volatility in prices in the international steel markets on DTE Energy's power and industrial projects operations;•the risk of a major safety incident;•environmental issues, laws, regulations, and the increasing costs of remediation and compliance, including actual and potential new federal and state requirements;•the cost of protecting assets against, or damage due to, cyber incidents and terrorism;•health, safety, financial, environmental, and regulatory risks associated with ownership and operation of nuclear facilities;•volatility in the short-term natural gas storage markets impacting third-party storage revenues related to DTE Energy;•volatility in commodity markets, deviations in weather, and related risks impacting the results of DTE Energy's energy trading operations;•changes in the cost and availability of coal and other raw materials, purchased power, and natural gas;•advances in technology that produce power or reduce power consumption;•changes in the financial condition of significant customers and strategic partners; 5•the potential for losses on investments, including nuclear decommissioning and benefit plan assets and the related increases in future expense and contributions;•access to capital markets and the results of other financing efforts which can be affected by credit agency ratings;•instability in capital markets which could impact availability of short and long-term financing;•the timing and extent of changes in interest rates;•the level of borrowings;•the potential for increased costs or delays in completion of significant capital projects;•changes in, and application of, federal, state, and local tax laws and their interpretations, including the Internal Revenue Code, regulations, rulings, court proceedings, and audits;•the effects of weather and other natural phenomena on operations and sales to customers, and purchases from suppliers;•unplanned outages;•employee relations and the impact of collective bargaining agreements;•the availability, cost, coverage, and terms of insurance and stability of insurance providers;•cost reduction efforts and the maximization of plant and distribution system performance;•the effects of competition;•changes in and application of accounting standards and financial reporting regulations;•changes in federal or state laws and their interpretation with respect to regulation, energy policy, and other business issues;•contract disputes, binding arbitration, litigation, and related appeals; and•the risks discussed in the Registrants' public filings with the Securities and Exchange Commission.",0
0000028385,20190207,20181231,"""EMPLOYEESDTE Energy and its subsidiaries had approximately 10,600 employees as of December 31, 2018, of which approximately 5,200 were represented by unions.",0
0000028385,20190207,20181231,"DTE Electric had approximately 4,900 employees as of December 31, 2018, of which approximately 2,800 were represented by unions.",0
0000028385,20190207,20181231,A union choosing to strike would have an impact on the Registrants' businesses.,0
0000896156,20150812,20150630,"People   At June 30, 2015, the Company had approximately 5,000 employees (“associates”), none of whom are represented by unions.",0
0000896156,20090824,20090630,"People   At June 30, 2009, we had approximately 4,300 employees (associates), less than one percent of whom are represented by unions.",0
0000896156,20090824,20090630,These collective bargaining agreements expire at various times within the next two years.,0
0000896156,20090824,20090630,We expect no significant changes in our relations with these unions and believe we maintain good relationships with our employees.,0
0000896156,20090824,20090630,"In addition, some of our employees are covered by collective bargaining agreements with local labor unions.",0
0000896156,20090824,20090630,"Although we do not anticipate any difficulty renegotiating these contracts as they expire, a labor-related stoppage by these unionized employees could adversely affect our business and results of operations.",0
0000896156,20120816,20120630,"People   At June 30, 2012, the Company had approximately 5,000 employees (“associates”), approximately one percent of whom are represented by unions whose collective bargaining agreements expire within the next two years.",0
0000896156,20120816,20120630,We expect no significant changes in our relations with the unions and believe we maintain good relationships with our employees.,0
0000896156,20120816,20120630,"In addition, some of our employees are covered by collective bargaining agreements with local labor unions.",0
0000896156,20120816,20120630,"Although we do not anticipate any difficulty renegotiating these contracts as they expire, a labor-related stoppage by these unionized employees could adversely affect our business and results of operations.",0
0000028385,20170209,20161231,"Many factors may impact forward-looking statements of the Registrants including, but not limited to, the following:•impact of regulation by the EPA, the FERC, the MPSC, the NRC, and for DTE Energy, the CFTC, as well as other applicable governmental proceedings and regulations, including any associated impact on rate structures;•the amount and timing of cost recovery allowed as a result of regulatory proceedings, related appeals, or new legislation, including legislative amendments and retail access programs;•economic conditions and population changes in the Registrants' geographic area resulting in changes in demand, customer conservation, and thefts of electricity and, for DTE Energy, natural gas;•environmental issues, laws, regulations, and the increasing costs of remediation and compliance, including actual and potential new federal and state requirements;•health, safety, financial, environmental, and regulatory risks associated with ownership and operation of nuclear facilities;•changes in the cost and availability of coal and other raw materials, purchased power, and natural gas;•volatility in the short-term natural gas storage markets impacting third-party storage revenues related to DTE Energy;•impact of volatility of prices in the oil and gas markets on DTE Energy's gas storage and pipelines operations;•impact of volatility in prices in the international steel markets on DTE Energy's power and industrial projects operations;•volatility in commodity markets, deviations in weather, and related risks impacting the results of DTE Energy's energy trading operations;•changes in the financial condition of DTE Energy's significant customers and strategic partners;•the potential for losses on investments, including nuclear decommissioning and benefit plan assets and the related increases in future expense and contributions;•access to capital markets and the results of other financing efforts which can be affected by credit agency ratings;•instability in capital markets which could impact availability of short and long-term financing; 3•the timing and extent of changes in interest rates;•the level of borrowings;•the potential for increased costs or delays in completion of significant capital projects;•changes in, and application of, federal, state, and local tax laws and their interpretations, including the Internal Revenue Code, regulations, rulings, court proceedings, and audits;•the effects of weather and other natural phenomena on operations and sales to customers, and purchases from suppliers;•unplanned outages;•the cost of protecting assets against, or damage due to, cyber crime and terrorism;•employee relations and the impact of collective bargaining agreements;•the risk of a major safety incident at an electric distribution or generation facility and, for DTE Energy, a gas storage, transmission, or distribution facility;•the availability, cost, coverage, and terms of insurance and stability of insurance providers;•cost reduction efforts and the maximization of plant and distribution system performance;•the effects of competition;•changes in and application of accounting standards and financial reporting regulations;•changes in federal or state laws and their interpretation with respect to regulation, energy policy, and other business issues;•contract disputes, binding arbitration, litigation, and related appeals; •implementation of new information systems; and•the risks discussed in the Registrants' public filings with the Securities and Exchange Commission.",0
0000028385,20170209,20161231,"""EMPLOYEESDTE Energy had approximately 10,000 employees as of December 31, 2016, of which approximately 4,800 were represented by unions.",0
0000028385,20170209,20161231,"DTE Electric had approximately 4,600 employees as of December 31, 2016, of which approximately 2,600 were represented by unions.",0
0000028385,20170209,20161231,A union choosing to strike would have an impact on the Registrants' businesses.,0
0000896156,20140815,20140630,"People   At June 30, 2014, the Company had approximately 5,000 employees (“associates”), none of whom are represented by unions.",0
0000896156,20130816,20130630,"People   At June 30, 2013, the Company had approximately 4,900 employees (“associates”), approximately one percent of whom are represented by unions whose collective bargaining agreements expire within the next year.",0
0000896156,20130816,20130630,We expect no significant changes in our relations with the unions and believe we maintain good relationships with our employees.,0
0000896156,20130816,20130630,"In addition, some of our employees are covered by collective bargaining agreements with local labor unions.",0
0000896156,20130816,20130630,"Although we do not anticipate any difficulty renegotiating these contracts as they expire, a labor-related stoppage by these unionized employees could adversely affect our business and results of operations.",0
0000896262,20090217,20081231,"In addition, if we expand our operations into geographic areas where health care providers historically have unionized, negotiating a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel.",0
0000936340,20140214,20131231,"Many factors may impact forward-looking statements including, but not limited to, the following:•impact of regulation by the FERC, MPSC, NRC, CFTC and other applicable governmental proceedings and regulations, including any associated impact on rate structures;•the amount and timing of cost recovery allowed as a result of regulatory proceedings, related appeals or new legislation; including legislative amendments and Customer Choice programs;•economic conditions and population changes in our geographic area resulting in changes in demand, customer conservation and thefts of electricity and natural gas;•environmental issues, laws, regulations, and the increasing costs of remediation and compliance, including actual and potential new federal and state requirements;•health, safety, financial, environmental and regulatory risks associated with ownership and operation of nuclear facilities;•changes in the cost and availability of coal and other raw materials, purchased power and natural gas;•the potential for losses on investments, including nuclear decommissioning and benefit plan assets and the related increases in future expense and contributions;•volatility in the short-term natural gas storage markets impacting third-party storage revenues;•volatility in commodity markets, deviations in weather and related risks impacting the results of our energy trading operations;•access to capital markets and the results of other financing efforts which can be affected by credit agency ratings;•instability in capital markets which could impact availability of short and long-term financing;•the timing and extent of changes in interest rates;•the level of borrowings;•the potential for increased costs or delays in completion of significant construction projects;•changes in and application of federal, state and local tax laws and their interpretations, including the Internal Revenue Code, regulations, rulings, court proceedings and audits;•the effects of weather and other natural phenomena on operations and sales to customers, and purchases from suppliers;•unplanned outages;•the cost of protecting assets against, or damage due to, terrorism or cyber attacks;•employee relations and the impact of collective bargaining agreements;•the availability, cost, coverage and terms of insurance and stability of insurance providers;•cost reduction efforts and the maximization of plant and distribution system performance;•the effects of competition;•changes in and application of accounting standards and financial reporting regulations;•changes in federal or state laws and their interpretation with respect to regulation, energy policy and other business issues;•binding arbitration, litigation and related appeals; and•the risks discussed in our public filings with the Securities and Exchange Commission.",0
0000936340,20140214,20131231,"EMPLOYEESWe had approximately 9,900 employees as of December 31, 2013, of which approximately 4,900 were represented by unions.",0
0000936340,20140214,20131231,A union choosing to strike would have an impact on our business.,0
0000896262,20170301,20161231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896262,20110222,20101231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our agency employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896262,20100223,20091231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if additional of our agency employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896262,20130312,20121231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896262,20140312,20131231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896262,20150304,20141231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000936340,20130220,20121231,"Many factors may impact forward-looking statements including, but not limited to, the following:•impact of regulation by the FERC, MPSC, NRC and other applicable governmental proceedings and regulations, including any associated impact on rate structures;•the amount and timing of cost recovery allowed as a result of regulatory proceedings, related appeals or new legislation;•impact of electric and gas utility restructuring in Michigan, including legislative amendments and Customer Choice programs;•economic conditions and population changes in our geographic area resulting in changes in demand, customer conservation, increased thefts of electricity and gas and high levels of uncollectible accounts receivable;•environmental issues, laws, regulations, and the increasing costs of remediation and compliance, including actual and potential new federal and state requirements;•health, safety, financial, environmental and regulatory risks associated with ownership and operation of nuclear facilities;•changes in the cost and availability of coal and other raw materials, purchased power and natural gas;•the potential for losses on investments, including nuclear decommissioning and benefit plan assets and the related increases in future expense and contributions;•volatility in the short-term natural gas storage markets impacting third-party storage revenues;•access to capital markets and the results of other financing efforts which can be affected by credit agency ratings;•instability in capital markets which could impact availability of short and long-term financing;•the timing and extent of changes in interest rates;•the level of borrowings;•the potential for increased costs or delays in completion of significant construction projects;•changes in and application of federal, state and local tax laws and their interpretations, including the Internal Revenue Code, regulations, rulings, court proceedings and audits;•the effects of weather and other natural phenomena on operations and sales to customers, and purchases from suppliers;•unplanned outages;•the cost of protecting assets against, or damage due to, terrorism or cyber attacks;•employee relations and the impact of collective bargaining agreements;•the availability, cost, coverage and terms of insurance and stability of insurance providers;•cost reduction efforts and the maximization of plant and distribution system performance;•the effects of competition;•changes in and application of accounting standards and financial reporting regulations;•changes in federal or state laws and their interpretation with respect to regulation, energy policy and other business issues;•binding arbitration, litigation and related appeals; and•the risks discussed in our public filings with the Securities and Exchange Commission.",0
0000936340,20130220,20121231,"EMPLOYEESWe had approximately 9,900 employees as of December 31, 2012, of which approximately 4,900 were represented by unions.",0
0000936340,20130220,20121231,A union choosing to strike would have an impact on our business.,0
0000896262,20160310,20151231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896262,20180228,20171231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000936395,20161221,20161031,,0
0000896262,20120228,20111231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000936395,20151221,20151031,,0
0000896262,20190228,20181231,"In addition, if we expand our operations into geographic areas where health care providers historically have been unionized, or if any of our care center employees become unionized, being subject to a collective bargaining agreement may have a negative impact on our ability to timely and successfully recruit qualified personnel and may increase our operating costs.",0
0000896264,20190226,20181229,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000936395,20171222,20171031,,0
0000896264,20110314,20110101,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000896264,20100317,20100102,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000896264,20090306,20090103,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000896264,20120314,20111231,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000936395,20181221,20181031,,0
0000896264,20130311,20121229,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000896264,20160301,20160102,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000936395,20131220,20131031,,0
0000896264,20180228,20171230,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000896264,20170301,20161231,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000936395,20121221,20121031,,0
0000896264,20150317,20150103,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000936395,20191220,20191031,,0
0000896264,20140313,20131228,"Our employees are not currently represented by a collective bargaining agreement, and we have not experienced work stoppages as a result of labor disputes.",0
0000896400,20101210,20100930,We do not have a collective bargaining agreement with any of our employees and we believe our relationship with our current employees is good.,0
0000936395,20141219,20141101,,0
0000896400,20111117,20110930,We do not have a collective bargaining agreement with any of our domestic employees and we believe our relationship with our current employees is good.,0
0000896400,20091214,20090930,We do not have a collective bargaining agreement with any of our employees and we believe our relationship with our current employees is good.,0
0000896400,20121115,20120930,,0
0000896400,20131114,20130930,,0
0000896400,20141112,20140930,,0
0000896429,20150930,20150630,,0
0000936395,20111222,20111031,,0
0000896429,20160913,20160630,,0
0000936395,20101222,20101031,,0
0000936395,20091222,20091031,None of our employees is represented by labor unions or covered by a collective bargaining agreement.,0
0000896429,20170823,20170630,,0
0000936468,20100225,20091231,Approximately 15% of our employees are covered by any one of approximately seventy separate collective bargaining agreements with various unions.,0
0000936468,20100225,20091231,A number of our existing collective bargaining agreements expire in any given year.,0
0000936468,20100225,20091231,"Historically, where employees are covered by collective bargaining agreements with various unions, we have been successful in negotiating renewals to expiring agreements without any material disruption of operating activities.",0
0000936468,20100225,20091231,"This does not assure, however, that we will be successful in our efforts to negotiate renewals of our existing collective bargaining agreements when they expire.",0
0000936468,20100225,20091231,"Non-union represented employees hired on or after January 1, 2006 do not participate in our qualified defined benefit pension plans, but are eligible to participate in our qualified defined contribution plan and our other retirement savings plans.",0
0000936468,20100225,20091231,"Forecasts of future cash flows are based on our best estimate of future sales and operating costs, based primarily on existing firm orders, expected future orders, contracts with suppliers, labor agreements, and general market conditions.",0
0000936468,20100225,20091231,"Non-union represented employees hired on or after January 1, 2006 do not participate in our qualified defined benefit pension plans, but are eligible to participate in our qualified defined contribution plan in addition to our other retirement savings plans.",0
0000936468,20170209,20161231,Approximately 21% of our employees are covered by collective bargaining agreements with various unions.,0
0000936468,20170209,20161231,A number of our existing collective bargaining agreements expire in any given year.,0
0000936468,20170209,20161231,"We have taken certain actions over the last few years to mitigate the impact the plans may have on our cash flows and earnings, including amendments made in June 2014 to a significant portion of our qualified and nonqualified defined benefit pension plans for non-union employees to freeze future retirement benefits.",0
0000936468,20170209,20161231,"In June 2014, we amended certain of our defined benefit pension plans for non-union employees to freeze future retirement benefits, which may encourage retirement-eligible personnel to elect to retire earlier than anticipated.",0
0000936468,20170209,20161231,Approximately 21% of our employees are covered by collective bargaining agreements with various unions.,0
0000936468,20170209,20161231,"Historically, where employees are covered by collective bargaining agreements with various unions, we have been successful in negotiating renewals to expiring agreements without any material disruption of operating activities.",0
0000936468,20170209,20161231,"This does not assure, however, that we will be successful in our efforts to negotiate renewals of our existing collective bargaining agreements in the future.",0
0000936468,20170209,20161231,"If we encounter difficulties with renegotiations or renewals of collective bargaining arrangements or are unsuccessful in those efforts, we could incur additional costs and experience work stoppages.",0
0000936468,20120223,20111231,Approximately 15% of our employees are covered by any one of approximately 70 separate collective bargaining agreements with various unions.,0
0000936468,20120223,20111231,A number of our existing collective bargaining agreements expire in any given year.,0
0000936468,20120223,20111231,"Historically, where employees are covered by collective bargaining agreements with various unions, we have been successful in negotiating renewals to expiring agreements without any material disruption of operating activities.",0
0000936468,20120223,20111231,"This does not assure, however, that we will be successful in our efforts to negotiate renewals of our existing collective bargaining agreements when they expire.",0
